Station Name,Station ID,Station Latitude,Station Longitude
Madison Ave & E 99 St,3345,40.78948542,-73.95242929
Berkeley Pl & 7 Ave,3346,40.67514684,-73.97523209
Van Brunt St & Wolcott St,3347,40.6773429,-74.01275056
Coffey St & Conover St,3348,40.677236,-74.015665
Grand Army Plaza & Plaza St West,3349,40.6729679,-73.97087984
W 100 St & Broadway,3350,40.7973721,-73.97041192
E 102 St & 1 Ave,3351,40.7869946,-73.94164802
Sigourney St & Columbia St,3352,40.67267243,-74.00879525
3 St & Prospect Park West,3354,40.668132,-73.97363831
E 66 St & Madison Ave,3355,40.76800889,-73.96845281
Amsterdam Ave & W 66 St,3356,40.7746671,-73.98470567
W 106 St & Amsterdam Ave,3357,40.8008363,-73.96644925
Garfield Pl & 8 Ave,3358,40.6711978,-73.97484126
E 68 St & Madison Ave,3359,40.7691572,-73.96703464
Amsterdam Ave & W 79 St,3360,40.7829391,-73.9786517
Carroll St & 6 Ave,3361,40.6740886,-73.9787282
Madison Ave & E 82 St,3362,40.7781314,-73.96069399
E 102 St & Park Ave,3363,40.7904828,-73.95033068
Carroll St & 5 Ave,3364,40.6751622,-73.9814832
3 St & 7 Ave,3365,40.6703837,-73.97839676
West End Ave & W 107 St,3366,40.8021174,-73.96818053
5 Ave & E 103 St,3367,40.7922553,-73.95249933
5 Ave & 3 St,3368,40.6728155,-73.98352355
E 82 St & East End Ave,3369,40.7724607,-73.9468208
E 78 St & 2 Ave,3370,40.7727966,-73.95577801
4 Ave & 2 St,3371,40.67461342,-73.98501143
E 74 St & 1 Ave,3372,40.7689738,-73.95482273
3 St & 3 Ave,3373,40.6750705,-73.98775226
Central Park North & Adam Clayton Powell Blvd,3374,40.799484,-73.955613
3 Ave & E 72 St,3375,40.7699426,-73.96060712
E 65 St & 2 Ave,3376,40.76471852,-73.9622207
Carroll St & Bond St,3377,40.6786115,-73.99037292
E 76 St & Park Ave,3378,40.773763,-73.96222088
E 103 St & Lexington Ave,3379,40.7903051,-73.94755757
3 St & Hoyt St,3381,40.6777287,-73.99364123
Carroll St & Smith St,3382,40.680611,-73.99475825
Cathedral Pkwy & Broadway,3383,40.804213,-73.96699104
Smith St & 3 St,3384,40.6787242,-73.99599099
1 Pl & Clinton St,3386,40.6809591,-73.99905709
E 106 St & Madison Ave,3387,40.7934337,-73.94945003
President St & Henry St,3388,40.6828003,-73.99990419
Carroll St & Columbia St,3389,40.6830456,-74.00348559
E 109 St & 3 Ave,3390,40.79329668,-73.9432083
E 106 St & 1 Ave,3391,40.7892529,-73.93956237
Commerce St & Van Brunt St,3392,40.6812117,-74.00860912
Richards St & Delavan St,3393,40.6794327,-74.00785041
Columbia St & W 9 St,3394,40.6769993,-74.00647134
Henry St & W 9 St [old],3395,40.6763744,-74.00324957
Clinton St & 4 Place,3396,40.6783563,-74.00014502
Court St & Nelson St,3397,40.6763947,-73.99869893
Smith St & 9 St,3398,40.6746957,-73.99785768
7 St & 3 Ave,3399,40.67260298,-73.98983002
E 110 St & Madison Ave,3400,40.7961535,-73.94782145
2 Ave & 9 St,3401,40.6724811,-73.99331394
Court St & State St,3402,40.6902375,-73.99203074
4 Ave & 9 St,3403,40.6705135,-73.98876585
7 St & 5 Ave,3404,40.6704922,-73.98541675
5 St & 6 Ave,3405,40.6704836,-73.98208968
Union St & Nevins St,3407,40.679098,-73.98765475
Congress St & Clinton St,3408,40.6881529,-73.99520919
Bergen St & Smith St,3409,40.6867443,-73.99063168
Dean St & Hoyt St,3410,40.6864442,-73.98759104
Bond St & Bergen St,3411,40.6849668,-73.98620772
Pacific St & Nevins St,3412,40.6853761,-73.98302136
Wyckoff St & 3 Ave,3413,40.6827549,-73.98258555
Bergen St & Flatbush Ave,3414,40.68094472,-73.97567332
Prospect Pl & 6 Ave,3415,40.6793307,-73.97519523
Baltic St & 5 Ave,3417,40.6795766,-73.97854971
Plaza St West & Flatbush Ave,3418,40.6750207,-73.97111473
Douglass St & 4 Ave,3419,40.6792788,-73.98154004
Douglass St & 3 Ave,3420,40.6802133,-73.98432695
Hoyt St & Warren St,3421,40.6843549,-73.98901629
Columbia St & Degraw St,3422,40.6859296,-74.00242364
West Drive & Prospect Park West,3423,40.66106337,-73.97945255
E 106 St & Lexington Ave,3424,40.791976,-73.945993
2 Ave & E 104 St,3425,40.7892105,-73.94370784
Lafayette St & Jersey St,3427,40.72430527,-73.99600983
Hanson Pl & Ashland Pl,3429,40.68506807,-73.9779076
Richardson St & N Henry St,3430,40.71907891,-73.9422369
E 35 St & 3 Ave,3431,40.746524,-73.977885
NYCBS Depot - GOW,3432,40.66906014,-73.99463654
W 88 St & West End Ave,3434,40.79025417,-73.9771834
Grand St & Elizabeth St,3435,40.718822,-73.99596
Riverside Dr & W 91 St,3437,40.79313481,-73.97700369
E 76 St & 3 Ave,3438,40.77224854,-73.95842135
Fulton St & Adams St,3440,40.69241829,-73.98949474
10 Hudson Yards,3441,40.752957,-74.00264
W 52 St & 6 Ave,3443,40.76132983,-73.97982001
E 71 St & 1 Ave,3447,40.76703432,-73.9562273
Eckford St & Engert Ave,3449,40.72146256,-73.94800901
Bayard St & Leonard St,3452,40.71915572,-73.94885391
Devoe St & Lorimer St,3453,40.71335226,-73.94910336
Leonard St & Maujer St,3454,40.71036854,-73.94705951
Schermerhorn St & 3 Ave,3455,40.68680821,-73.98036182
Jackson St & Leonard St,3456,40.71638032,-73.94821286
W 55 St & 6 Ave,3458,40.76309387,-73.97835016
E 53 St & 3 Ave,3459,40.75763228,-73.96930575
Murray St & Greenwich St,3461,40.71485151,-74.01122332
E 44 St & 2 Ave,3462,40.75118387,-73.97138715
E 16 St & Irving Pl,3463,40.73536706,-73.98797393
W 45 St & 6 Ave (OLD),3466,40.75668721,-73.98257732
W Broadway & Spring Street,3467,40.72494672,-74.00165856
NYCBS Depot - STY - Garage 4,3468,40.7303801,-73.9747502
India St & West St,3469,40.73181402,-73.95995021
W 15 St & 10 Ave,3472,40.74275383,-74.00747359
6 Ave & Spring St,3474,40.7252557,-74.00412083
39 St & 2 Ave - Citi Bike HQ at Industry City,3477,40.65539977,-74.01062787
2 Ave & 36 St - Citi Bike HQ at Industry City,3478,40.65708867,-74.00870204
NYCBS Depot - RIS,3485,40.725208,-73.974724
Schermerhorn St & Bond St,3486,40.68841743,-73.98451656
8D QC Station 01,3488,45.50636405,-73.56946349
Gold St & Frankfort St,3489,40.71069995,-74.00354147
E 116 St & 2 Ave,3490,40.796879,-73.937261
E 118 St & 1 Ave,3491,40.79747,-73.93504
E 118 St & Park Ave,3492,40.8005385,-73.9419949
E 118 St & 3 Ave,3493,40.799139,-73.9389152
E 115 St & Lexington Ave,3494,40.797911,-73.9423
E 114 St & 1 Ave,3495,40.7945663,-73.9362541
1 Ave & E 110 St,3496,40.7923272,-73.9383
Pleasant Ave & E 116 St,3497,40.7949879,-73.9333349
Pleasant Ave & E 120 St,3498,40.7974772,-73.9311847
2 Ave & E 122 St,3499,40.8006721,-73.9349
E 115 St & Madison Ave,3500,40.7989445,-73.944846
E 118 St & Madison Ave,3501,40.8014866,-73.9442507
Lexington Ave & E 111 St,3502,40.7954121,-73.9441232
Madison Ave & E 120 St,3503,40.80295,-73.942954
E 123 St & Lexington Ave,3504,40.8029263,-73.9379
Lexington Ave & E 127 St,3505,40.805726,-73.936322
Lexington Ave & E 120 St,3506,40.8013066,-73.9398167
Park Ave & E 124 St,3507,40.8045555,-73.9396861
St Nicholas Ave & Manhattan Ave,3508,40.809725,-73.953149
Lenox Ave & W 115 St,3509,40.8011939,-73.9500739
Adam Clayton Powell Blvd & W 123 St,3510,40.8078316,-73.949373
Adam Clayton Powell Blvd & W 115 St,3511,40.802535,-73.9532423
27 Ave & 4 St,3512,40.7747175,-73.9337894
21 St & Hoyt Ave S,3513,40.774645,-73.923706
Astoria Park S & Shore Blvd,3514,40.7767,-73.927631
24 Ave & 26 St,3515,40.774591,-73.918544
31 St & Astoria Blvd,3516,40.7699176,-73.9184057
31 St & Hoyt Ave N,3517,40.7711528,-73.9170074
Lenox Ave & W 126 St,3518,40.808442,-73.9452087
Adam Clayton Powell Blvd & W 118 St,3520,40.804372,-73.951475
Lenox Ave & W 111 St,3521,40.7987859,-73.9523
37 St & 24 Ave,3522,40.7701477,-73.9120938
24 Ave & 29 St,3523,40.7729,-73.916142
19 St & 24 Ave,3524,40.7774552,-73.9225403
23 Ave & 27 St,3525,40.776165,-73.9153175
31 St & 23 Ave,3526,40.7747878,-73.9125551
5 Ave & E 126 St,3527,40.80698,-73.941747
Steinway St & 23 Ave,3528,40.7713937,-73.9077436
Lenox Ave & W 130 St,3529,40.8107922,-73.9430681
Crescent St & Ditmars Blvd,3530,40.7787185,-73.9145645
Frederick Douglass Blvd & W 129 St,3531,40.8125511,-73.9492286
Ditmars Blvd & 19 St,3532,40.78145,-73.9183302
St. Nicholas Ave & W 126 St,3533,40.8114323,-73.9518776
Frederick Douglass Blvd & W 117 St,3534,40.805159,-73.954692
Mt Morris Park W & W 120 St,3535,40.804038,-73.945925
W 116 St & Broadway,3536,40.8082,-73.9641
Carlton Ave & Dean St,3537,40.6809741,-73.9710097
W 110 St & Amsterdam Ave,3538,40.802692,-73.96295
W 116 St & Amsterdam Ave,3539,40.8067581,-73.9607082
Morningside Ave & W 123 St,3540,40.81,-73.9551508
Amsterdam Ave & W 125 St,3541,40.813358,-73.956461
Amsterdam Ave & W 119 St,3542,40.8086249,-73.9596214
Morningside Dr & Amsterdam Ave,3543,40.81028506,-73.95736456
Underhill Ave & Pacific St,3544,40.6804836,-73.9646795
Broadway & W 122 St,3545,40.8120562,-73.9612547
Pacific St & Classon Ave,3546,40.6791944,-73.9587903
Broadway & Moylan Pl,3547,40.8143256,-73.9590255
Grand Ave & Bergen St,3549,40.678045,-73.962408
3 Ave & E 112 St,3551,40.795508,-73.941606
W 113 St & Broadway,3552,40.805973,-73.964928
Frederick Douglass Blvd & W 112 St,3553,40.801694,-73.957145
Vernon Blvd & 41 Rd,3554,40.7552433,-73.9485678
28 St & 41 Ave,3555,40.751047,-73.93797
24 St & 41 Ave,3556,40.7527085,-73.9397405
40 Ave & 9 St,3557,40.75742,-73.945133
Bergen St & Vanderbilt Ave,3558,40.6794388,-73.9680438
21 St & 38 Ave,3559,40.7576314,-73.9391224
28 St & 38 Ave,3560,40.754876,-73.934326
37 Ave & 35 St,3561,40.7531106,-73.9279917
Classon Ave & St Marks Ave,3562,40.6765198,-73.9596082
28 St & 36 Ave,3563,40.757186,-73.932719
21 St & 36 Ave,3564,40.7601853,-73.9362726
36 Ave & 10 St,3565,40.7614376,-73.9411265
Crescent St & 35 Ave,3566,40.7596276,-73.9321455
11 St & 35 Ave,3567,40.7627442,-73.9391141
34 St & 35 Ave,3568,40.7569332,-73.9262231
Franklin Ave & St Marks Ave,3569,40.6758324,-73.9561677
35 Ave & 37 St,3570,40.7557327,-73.9236611
Bedford Ave & Bergen St,3571,40.676368,-73.952918
34 Ave & 38 St,3572,40.756913,-73.921631
35 St & 34 Ave,3573,40.7580583,-73.9242751
Prospect Pl & Underhill Ave,3574,40.6769694,-73.96579
Crescent St & 34 Ave,3575,40.76108,-73.930562
Park Pl & Vanderbilt Ave,3576,40.6767,-73.969024
34 Ave & 21 St,3577,40.7628138,-73.9342862
Park Pl & Franklin Ave,3578,40.6741806,-73.9564947
Sterling Pl & Bedford Ave,3579,40.672695,-73.954131
St Johns Pl & Washington Ave,3580,40.6737236,-73.9631611
Underhill Ave & Lincoln Pl,3581,40.6740123,-73.9671457
Lincoln Pl & Classon Ave,3582,40.6721683,-73.9609
Eastern Pkwy & Washington Ave,3583,40.6716493,-73.9631145
Eastern Pkwy & Franklin Ave,3584,40.6707767,-73.9576801
Union St & Bedford Ave,3585,40.6691783,-73.9554162
34 Ave & 13 St,3586,40.7638753,-73.9364848
Carroll St & Washington Ave,3587,40.6686744,-73.9618148
Vernon Blvd & 10 St,3588,40.7671863,-73.9373554
Broadway & 12 St,3589,40.7668,-73.9347774
Carroll St & Franklin Ave,3590,40.6679411,-73.9588
21 St & 31 Dr,3591,40.7659,-73.930819
Crescent St & Broadway,3592,40.7633589,-73.9286471
31 St & Broadway,3593,40.761584,-73.925921
Montgomery St & Franklin Ave OLD,3594,40.6661649,-73.9593484
35 St & Broadway,3595,40.760339,-73.9222427
Sullivan Pl & Bedford Ave,3596,40.6642406,-73.9574686
43 St & Broadway,3597,40.7577284,-73.9166368
Newton Rd & 44 St,3598,40.7595701,-73.9142678
Franklin Ave & Empire Blvd,3599,40.66314,-73.9605695
Sterling St & Bedford Ave,3601,40.6627059,-73.9569115
31 Ave & 34 St,3602,40.763154,-73.920827
31 Ave & 30 St,3603,40.7647,-73.9240312
Rogers Ave & Sterling St,3604,40.6630619,-73.9538746
31 Ave & Crescent St,3605,40.7658346,-73.9265474
49 Ave & 21 St,3606,40.74252,-73.948852
31 Ave & 14 St,3607,40.7682,-73.9322662
Vernon Blvd & 31 Ave,3609,40.7692475,-73.9354504
Vernon Blvd & 30 Rd,3610,40.770845,-73.934171
Vernon Blvd & 47 Rd,3611,40.7449067,-73.9534573
30 Ave & 21 St,3612,40.7703743,-73.9286078
Center Blvd & 48 Ave,3613,40.745038,-73.957539
Crescent St & 30 Ave,3614,40.768692,-73.9249574
44 Dr & 21 St,3615,40.748,-73.9460927
Steinway St & 28 Ave,3616,40.7656251,-73.9136695
28 Ave & 35 St,3617,40.7671,-73.9169858
27 St & Hunter St,3618,40.7485,-73.941275
Newtown Ave & 23 St,3619,40.7713615,-73.9246145
11 St & 43 Ave,3620,40.7519071,-73.9479119
27 Ave & 9 St,3621,40.7739825,-73.9309134
E 128 St & Madison Ave,3622,40.80756,-73.939182
W 120 St & Claremont Ave,3623,40.8109494,-73.9634
28 St & 40 Ave,3625,40.7525758,-73.9364281
Adam Clayton Powell Blvd & W 126 St,3629,40.80949535,-73.94776493
Crown St & Bedford Ave,3631,40.666563,-73.956741
E 12 St & Avenue B,3632,40.72804857,-73.9788115
W 36 St & 9 Ave,3635,40.75462324,-73.99516761
Fulton St & Waverly Ave,3637,40.68323865,-73.96599591
Broadway & W 25 St,3641,40.74286877,-73.98918629
E 98 St & Lexington Ave,3642,40.7872852,-73.95012259
E 41 St & 5 Ave,3643,40.75272201,-73.98123622
Van Dyke St & Van Brunt St,3644,40.67581623,-74.01488185
35 Ave & 10 St,3646,40.76315482,-73.9398551
48 Ave & 30 Pl,3647,40.74128309,-73.93725872
Flushing Ave & Vanderbilt Ave,3648,40.69795032,-73.9707756
W 129 St & Convent Ave,3649,40.81439444,-73.95324737
8D Mobile 01,3650,45.50626419,-73.56890559
31 St & 35 Ave,3653,40.75820465,-73.9283216
31 St & Northern Blvd,3654,40.75186951,-73.9334929
E 2 St & Avenue A,3656,40.72307749,-73.98583621
W 18 St & 9 Ave,3658,40.74353373,-74.00367558
W 17 St & 9 Ave,3659,40.74294892,-74.00413692
W 16 St & 8 Ave,3660,40.74102151,-74.00138497
Montgomery St & Franklin Ave,3661,40.66643931,-73.96055639
31 Ave & Steinway St,3662,40.7612939,-73.91691685
Sterling Pl & 7 Ave,3663,40.67716489,-73.97382796
North Moore St & Greenwich St,3664,40.72019521,-74.01030064
